year,title,authors_short,all_authors,journal,doi,openalex_id
2024,Recent strategies for improving MALDI mass spectrometry imaging performance towards low molecular weight compounds,"Zhi Sun, Fangfang Wang, Yuwei Liu et al. (n=8)",Zhi Sun; Fangfang Wang; Yuwei Liu; Bowen Deng; Ruobing Ren; Yifei Wang; Di Chen; Lihua Zuo,TrAC Trends in Analytical Chemistry,https://doi.org/10.1016/j.trac.2024.117727,https://openalex.org/W4396223839
2025,MALDI-MSI Lipidomics of Lung Tissue v1,"Christopher Anderton, Brittney Gorman",Christopher Anderton; Brittney Gorman,,https://doi.org/10.17504/protocols.io.n2bvjdojpvk5/v1,https://openalex.org/W4415049600
2025,MALDI-MSI Lipidomics of Lung Tissue v2,"Christopher Anderton, Brittney Gorman",Christopher Anderton; Brittney Gorman,,https://doi.org/10.17504/protocols.io.n2bvjdojpvk5/v2,https://openalex.org/W4417130255
2025,Uncovering Metabolic Responses to Flavescence Dorée Phytoplasma Infection in Grapevine Leaves Using an Untargeted Imaging Approach,"Amelia LOCATELLI, Davide Magrin, Simone Stefano et al. (n=7)",Amelia LOCATELLI; Davide Magrin; Simone Stefano; Luciana Galetto; Cristina Marzachì; Renzo Bagnati; Alice Passoni,,https://doi.org/10.14293/p2199-8442.1.sop-.peorly.v1,https://openalex.org/W7124146490
2025,Predicting High‐Resolution Spatial and Spectral Features in Mass Spectrometry Imaging with Machine Learning and Multimodal Data Fusion,"Md Inzamam Ul Haque, Ramakrishnan Kannan, Jacob Hinkle et al. (n=8)",Md Inzamam Ul Haque; Ramakrishnan Kannan; Jacob Hinkle; Sylwia A. Stopka; Anton V. Ievlev; Nathalie Y.R. Agar; Olga S. Ovchinnikova; Debangshu Mukherjee,Advanced Intelligent Discovery,https://doi.org/10.1002/aidi.202500021,https://openalex.org/W4411430238
2025,Spatial Profiling of Elements through Matrix-Assisted Laser Desorption Ionization Mass Spectrometry Imaging,"Sylwia A. Stopka, Clément Bodineau, Gerard Baquer et al. (n=18)",Sylwia A. Stopka; Clément Bodineau; Gerard Baquer; Jia‐Ren Lin; Md Amin Hossain; Carmen Martínez; Michael S. Regan; Daniela Ruiz; Stecia‐Marie Fletcher; Olivier Pourquié; Svetlana Lutsenko; Connor N. Payne; Jeffrey N. Agar; Ralph Mazitschek; Nathan McDannold; Peter K. Sorger; Sandro Santagata; Nathalie Y.R. Agar,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.5c05632,https://openalex.org/W4415992542
2025,Unravelling lipid heterogeneity: Advances in single-cell lipidomics in cellular metabolism and disease,"Sutanu Sarkar, Rajgourab Ghosh",Sutanu Sarkar; Rajgourab Ghosh,BBA Advances,https://doi.org/10.1016/j.bbadva.2025.100169,https://openalex.org/W4411729260
2025,Predicting High-Resolution Spatial and Spectral Features in Mass Spectrometry Imaging with Machine Learning and Multimodal Data Fusion,"Md Inzamam Ul Haque, Ramakrishnan Kannan, Jacob Hinkle et al. (n=7)",Md Inzamam Ul Haque; Ramakrishnan Kannan; Jacob Hinkle; Sylwia A. Stopka; Nathalie Y.R. Agar; Olga S. Ovchinnikova; Debangshu Mukherjee,bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2025.02.19.639070,https://openalex.org/W4407893603
2025,Characterisation of the megakaryocyte proteome in patients with Philadelphia negative myeloproliferative neoplasms,"Indu Raman, Cavan Bennett, Anne Pettikiriarachchi et al. (n=13)",Indu Raman; Cavan Bennett; Anne Pettikiriarachchi; Ricardo Ataíde; Yu Zhu; Ellen Tsui; Surender Juneja; Samantha J. Emery‐Corbin; Sukhdeep K. Spall; Jumana M. Yousef; Laura F. Dagley; Costas K. Yannakou; Sant‐Rayn Pasricha,Blood,https://doi.org/10.1182/blood-2025-5539,https://openalex.org/W4417016590
2025,High-Performance Data Acquisition for Fourier Transform Mass Spectrometry,"Anton N. Kozhinov, Konstantin O. Nagornov, Yury O. Tsybin",Anton N. Kozhinov; Konstantin O. Nagornov; Yury O. Tsybin,CHIMIA International Journal for Chemistry,https://doi.org/10.2533/chimia.2025.77,https://openalex.org/W4407981589
2025,Profiling the chemical differences of diterpenoid alkaloids in different processed products of Aconiti Lateralis Radix Praeparata by UHPLC-LTQ-Orbitrap mass spectrometry combined with untargeted metabolomics and mass spectrometry imaging,"Yang Yu, Changliang Yao, Jianqing Zhang et al. (n=8)",Yang Yu; Changliang Yao; Jianqing Zhang; Yong Huang; Shuai Yao; Hua Qu; Tong Zhang; De‐an Guo,Chinese Journal of Natural Medicines,https://doi.org/10.1016/s1875-5364(25)60936-8,https://openalex.org/W4412827714
2025,Abstract 4361412: Comparative metabolic signatures of arterial calcification in human cadaver coronary arteries and a porcine model via MALDI mass spectrometry,"Aleksandra Gruslova, Shiqi Zhang, Ian M. Tamayo et al. (n=5)",Aleksandra Gruslova; Shiqi Zhang; Ian M. Tamayo; Marc Feldman; Kumar Sharma,Circulation,https://doi.org/10.1161/circ.152.suppl_3.4361412,https://openalex.org/W4415794739
2025,Image 6_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s006,https://openalex.org/W7110793840
2025,Image 4_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s004,https://openalex.org/W7110932243
2025,Image 1_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s001,https://openalex.org/W7111421478
2025,Image 3_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s003,https://openalex.org/W7110788791
2025,Image 5_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s005,https://openalex.org/W7111072667
2025,Image 2_Organ-resolved lipid mapping in Steatoda nobilis spider model using high-resolution mass spectrometry imaging and Kendrick mass defect analysis.tif,"Damien Redureau (22175653), J. P. Dunbar (22175656), Raphaël La Rocca (22175659) et al. (n=12)",Damien Redureau (22175653); J. P. Dunbar (22175656); Raphaël La Rocca (22175659); Axel De Monts De Savasse (22175662); Quentin Bastiaens (22175665); Virginie Bertrand (673138); Christopher Kune (1718791); Mathieu Tiquet (7424402); Johann Far (1718797); Edwin De Pauw (7163165); Michel M. Dugon (22175668); Loïc Quinton (4860988),Figshare,https://doi.org/10.3389/fchem.2025.1658546.s002,https://openalex.org/W7111125703
2025,Spatial Profilingof Elements through Matrix-AssistedLaser Desorption Ionization Mass Spectrometry Imaging,"Sylwia
A. Stopka (6447959), Clément Bodineau (16620319), Gerard Baquer (12028512) et al. (n=18)","Sylwia
A. Stopka (6447959); Clément Bodineau (16620319); Gerard Baquer (12028512); Jia-Ren Lin (6107936); Md Amin Hossain (10170815); Camilla J. Martinez (22580166); Michael S. Regan (5047199); Daniela Ruiz (7186679); Stecia-Marie Fletcher (22580169); Olivier Pourquié (16620325); Svetlana Lutsenko (156211); Connor N. Payne (22580172); Jeffrey N. Agar (1862086); Ralph Mazitschek (1266342); Nathan J. McDannold (17106349); Peter K. Sorger (169276); Sandro Santagata (59496); Nathalie Y. R. Agar (9768133)",Figshare,https://doi.org/10.1021/acs.analchem.5c05632.s001,https://openalex.org/W7110958473
2025,Structure Elucidationfor MALDI Mass SpectrometryImaging Using Infrared Ion Spectroscopy,"Jelle
L. Schuurman (21551023), Lara van Tetering (18170264), Kas J. Houthuijs (11326976) et al. (n=20)","Jelle
L. Schuurman (21551023); Lara van Tetering (18170264); Kas J. Houthuijs (11326976); Pieter Kooijman (21551026); Valerie Gailus-Durner (2620975); Stefanie Leuchtenberger (9922974); Helmut Fuchs (39863); Martin Hrabe de Angelis (18249484); Udo F. H. Engelke (9099551); Dirk J. Lefeber (190780); Clara D. M. van Karnebeek (6035903); Ron A. Wevers (145122); Andrej Grgic (14425438); Benjamin Balluf (21551029); Michiel Vandenbosch (14425444); Rob Vreeken (1294341); Ron M. A. Heeren (7181636); Giel Berden (1288227); Jos Oomens (1269273); Jonathan Martens (3823024)",Figshare,https://doi.org/10.1021/acs.analchem.5c00948.s001,https://openalex.org/W7111290495
2025,"OzMALDI: AGas-Phase, In-Source Ozonolysis Reactionfor Efficient Double-Bond Assignment in Mass Spectrometry Imagingwith Matrix-Assisted Laser Desorption/Ionization","Josiah
J. Rensner (13253752), Hyojin Kim (282799), Kiyoul Park (14237271) et al. (n=5)","Josiah
J. Rensner (13253752); Hyojin Kim (282799); Kiyoul Park (14237271); Edgar B. Cahoon (7494371); Young Jin Lee (332580)",Figshare,https://doi.org/10.1021/acs.analchem.5c00284.s001,https://openalex.org/W7110861733
2025,3D Mass SpectrometryImaging as a Novel ScreeningMethod for Evaluating Biocontrol Agents,"Justyna Szulc (19995846), Tomasz Grzyb (1712710), Beata Gutarowska (639282) et al. (n=6)",Justyna Szulc (19995846); Tomasz Grzyb (1712710); Beata Gutarowska (639282); Joanna Nizioł (1869256); Sumi Krupa (20963373); Tomasz Ruman (1869259),Figshare,https://doi.org/10.1021/acs.jafc.5c00349.s001,https://openalex.org/W7111183587
2025,The distribution of Danqi tongmai tablet in rats at different timeframe by UHPLC-LTQ-orbitrap mass spectrometry and nanospray desorption electrospray ionization mass spectrometry imaging,"Chun-guang Dai, Zhenwei Li, Wenlong Wei et al. (n=7)",Chun-guang Dai; Zhenwei Li; Wenlong Wei; Jianqing Zhang; Qirui Bi; Rui Zeng; De-an Guo,Fitoterapia,https://doi.org/10.1016/j.fitote.2025.106942,https://openalex.org/W4415727682
2025,"OzMALDI: A Gas-Phase, In-Source Ozonolysis Reaction for Efficient Double-Bond Assignment in Mass Spectrometry Imaging with Matrix-Assisted Laser Desorption/Ionizatio","Josiah J. Rensner, H. Y. Kim, Kiyoul Park et al. (n=5)",Josiah J. Rensner; H. Y. Kim; Kiyoul Park; Edgar B. Cahoon; Young Jin Lee,Iowa State University Digital Repository (Iowa State University),,https://openalex.org/W7135353205
2025,Spatial and direct profiling by MALDI mass spectrometry: applications to tissue imaging and food authentication,Alessia Di Noi,Alessia Di Noi,IRIS Research product catalog (Sapienza University of Rome),,https://openalex.org/W7117938899
2025,High-resolution AP-MALDI-orbitrap mass spectrometry imaging: spatial metabolite profiling in murine glioblastoma brain tissue,"Alessia Di Noi, Chiara Salvitti, Erika Di Pietro et al. (n=9)",Alessia Di Noi; Chiara Salvitti; Erika Di Pietro; Francesco Marrocco; Maria Amalia Di Castro; Giuseppina D’Alessandro; Cristina Limatola; Anna Troiani; Federico Pepi,IRIS Research product catalog (Sapienza University of Rome),,https://openalex.org/W7112525300
2025,Enabling spatial analysis of lipids in pbs-pfa perfused/oct-embedded mouse brain glioblastoma: a high-resolution mass spectrometry imaging approach with an ap-maldi-orbitrap,"Alessia Di Noi, Chiara Salvitti, Erika Di Pietro et al. (n=9)",Alessia Di Noi; Chiara Salvitti; Erika Di Pietro; Francesco Marrocco; Maria Amalia Di Castro; Giuseppina D’Alessandro; Cristina Limatola; Anna Troiani; Federico Pepi,IRIS Research product catalog (Sapienza University of Rome),,https://openalex.org/W7113507093
2025,Metabolic Impact of Pesticides on Radish: 2D and 3D Mass Spectrometry Imaging of Metabolites in <i>Raphanus sativus</i>,"S. Krupa, Tomasz Ruman, Joanna Nizioł",S. Krupa; Tomasz Ruman; Joanna Nizioł,Journal of Agricultural and Food Chemistry,https://doi.org/10.1021/acs.jafc.5c12445,https://openalex.org/W4415671777
2025,Integration of UHPLC-MS and mass spectrometry imaging techniques revealed the protective mechanism of Gushudan in postmenopausal osteoporosis rats via branched-chain amino acid metabolism based on the ‘kidney-bone’ axis,"Mengxin Ren, Yajing Wang, Yue Yuan et al. (n=7)",Mengxin Ren; Yajing Wang; Yue Yuan; Hongying Du; Qinghua Liang; Feng Qin; Zhili Xiong,Journal of Chromatography B,https://doi.org/10.1016/j.jchromb.2025.124540,https://openalex.org/W4407957616
2025,"Spatial analysis of uptake and accumulation of metalaxyl, spirotetramat, and spirotetramat-enol in maize at the micrometer scale using HPLC-HRMS and MALDI-MSI","Daniel Skoczowsky, Till Bebenroth, Michael Kubicki et al. (n=4)",Daniel Skoczowsky; Till Bebenroth; Michael Kubicki; Sebastian Zühlke,Journal of Hazardous Materials,https://doi.org/10.1016/j.jhazmat.2025.137610,https://openalex.org/W4407397735
2025,A Strategy to Achieve Sub‐Parts‐per‐Million Mass Measurement Accuracy of <i>N</i>‐Linked Glycans Using Infrared Matrix‐Assisted Laser Desorption Electrospray Ionization,"Adeleke A. Adepoju, Tana V. Palomino, Alexandria L. Sohn et al. (n=4)",Adeleke A. Adepoju; Tana V. Palomino; Alexandria L. Sohn; David C. Muddiman,Journal of Mass Spectrometry,https://doi.org/10.1002/jms.5184,https://openalex.org/W4414677191
2025,Spatial distribution of alkaloids in Fritillaria Bulbus using UPLC-Q-Exactive Orbitrap MS/MS and desorption electrospray MS imaging,"Xichuang Guo, Keyun Cheng, Chenxin Wang et al. (n=12)",Xichuang Guo; Keyun Cheng; Chenxin Wang; Jing Zheng; Yeshun Wu; Siwei Wang; Xixi Zeng; Zhu-Jun Mao; Jinyan Gong; Gongshuai Song; Xi Chen; Qing Shen,LWT,https://doi.org/10.1016/j.lwt.2025.117544,https://openalex.org/W4407587694
2025,Direct 3D Mass Spectrometry Imaging Analysis of Environmental Microorganisms,"Justyna Szulc, Tomasz Grzyb, Joanna Nizioł et al. (n=6)",Justyna Szulc; Tomasz Grzyb; Joanna Nizioł; S. Krupa; Wiktoria Szuberla; Tomasz Ruman,Molecules,https://doi.org/10.3390/molecules30061317,https://openalex.org/W4408443894
2025,#1835 Glomerulonephritis-induced changes in epithelial lipid composition reveal a signature of prominent proximal tubules metabolic switch,"Lucia Martin Saiz, C. Zabala Sierra, Léa Resmini et al. (n=10)",Lucia Martin Saiz; C. Zabala Sierra; Léa Resmini; Ibai Calvo; Marion Rabant; Alexandre Karras; Olivia Lenoir; Olatz Fresnedo; José A. Fernández; Pierre‐Louis Tharaux,Nephrology Dialysis Transplantation,https://doi.org/10.1093/ndt/gfaf116.023,https://openalex.org/W4415426279
2025,A Novel Peak‐Shape Aware Approach for Mass Alignment in Mass Spectrometry,"Thomas Vanhemel, Melanie Nijs, Angeliki Birmpili et al. (n=6)",Thomas Vanhemel; Melanie Nijs; Angeliki Birmpili; Tim Hendriks; Eva Cuypers; Bart De Moor,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.10172,https://openalex.org/W4416840175
2025,Label-free characterization of alpha-synuclein spreading in brain using mass-spectrometry imaging,"Jansky, Raphaela","Jansky, Raphaela",reposiTUm (TU Wien),https://doi.org/10.34726/hss.2025.57042,https://openalex.org/W7107989742
2025,Analysis of the spatial distribution of metabolites in Aloe vera leaves by mass spectrometry imaging and UHPLC-UHRMS,"S. Krupa, Tomasz Ruman, Wiktoria Szuberla et al. (n=4)",S. Krupa; Tomasz Ruman; Wiktoria Szuberla; Joanna Nizioł,Scientific Reports,https://doi.org/10.1038/s41598-025-88144-8,https://openalex.org/W4406918176
2025,Spatial distribution of differential metabolites in different parts of <i>Curcuma phaeocaulis</i> Val. using ultra-high-performance liquid chromatography-quadrupole Orbitrap high-resolution mass spectrometry and desorption electrospray ionization mass spectrometry imaging,"Ying Zhu, Chuyue Wu, Qinwan Huang et al. (n=4)",Ying Zhu; Chuyue Wu; Qinwan Huang; Jin Wang,The Analyst,https://doi.org/10.1039/d5an01077b,https://openalex.org/W4415847873
